Nx=24, Ny=24, Nz=24
dx=0.166667, dy=0.166667, dz=0.166667
0.43875 0 0.30375 -0.713477 -0.238867 -0.571094 
0.2025 0.10125 0.57375 -0.22832 0.0564453 -0.560547 
0.2025 0.135 0.4725 -0.0490234 0.283203 -0.333789 
0.27 0.0675 0.4725 -0.391797 0.0828125 -0.581641 
0.43875 0.03375 0.23625 -0.576367 -0.149219 -0.481445 
0.54 0.0675 0.27 -0.581641 -0.0121094 -0.296875 
0.27 0.03375 0.37125 -0.70293 -0.560547 -0.892773 
0.16875 0.16875 0.57375 -0.244141 -0.244141 -0.71875 
0.30375 0.16875 0.37125 -0.433984 -0.149219 -0.623828 
0.30375 0.10125 0.43875 -0.138672 0.00371094 -0.281055 
0.30375 0.27 0.27 -0.207227 -0.207227 -0.159766 
0.135 0.23625 0.50625 -0.244141 -0.291602 -0.671289 
0.23625 0.2025 0.30375 0.251563 0.299023 -0.175586 
0.23625 0.10125 0.6075 -0.0015625 0.235742 -0.333789 
0.37125 0.23625 0.2025 -0.53418 -0.107031 -0.249414 
0.30375 0.03375 0.43875 -0.360156 -0.217773 -0.787305 
0.30375 0.03375 0.37125 -0.323242 0.103906 -0.513086 
0.3375 0.03375 0.43875 -0.39707 0.172461 -0.349609 
0.3375 0.135 0.16875 -0.302148 0.0300781 -0.302148 
0.37125 0.10125 0.405 -0.481445 -0.149219 -0.576367 
0.30375 0.10125 0.3375 -0.433984 -0.149219 -0.623828 
0.2025 0.10125 0.43875 0.198828 0.483594 0.00898437 
0.135 0.2025 0.23625 -0.0648437 -0.159766 -0.349609 
0.405 0.10125 0.27 -0.528906 -0.149219 -0.528906 
0.3375 0.23625 0.43875 -0.576367 -0.244141 -0.386523 
0.37125 0.16875 0.23625 -0.302148 -0.0648438 -0.207227 
0.43875 0.10125 0.135 -0.760937 -0.38125 -0.38125 
0.43875 0.16875 0.405 -0.53418 -0.0595703 -0.296875 
0.23625 0.27 0.37125 -0.0490234 0.0458984 -0.0964844 
0.4725 0.10125 0.30375 -0.391797 -0.0595703 -0.439258 
0.27 0.0675 0.3375 -0.481445 -0.149219 -0.576367 
0.3375 0.16875 0.37125 -0.349609 -0.0648437 -0.159766 
0.135 0.0675 0.675 -0.0859375 0.00898438 -0.655469 
0.405 0.23625 0.3375 -0.639648 -0.449805 -0.592187 
0.405 0.37125 0.27 -0.138672 -0.0912109 -0.186133 
0.405 0.2025 0.2025 -0.560547 0.00898438 -0.180859 
0.16875 0.10125 0.37125 -0.291602 -0.291602 -0.623828 
0.30375 0.0675 0.405 -0.755664 -0.423437 -0.660742 
0.16875 0.0675 0.405 -0.613281 -0.375977 -0.850586 
